연도,부령조항과,부령조항,질병명,계,4급,5급,6급
2017,정형외과,851 192-가-1),수지강직,1,1,,
2017,정형외과,851 195-나-3),운동제한,1,1,,
2017,정형외과,851 203-나,편평족.외반족.내반족.만곡족.요족.첨족.중족 등,1,1,,
2017,정형외과,851 212-가,박리성 골연골염,1,1,,
2017,정형외과,872 174-다,골절,2,2,,
2017,정형외과,872 175-다,골절후유증,6,6,,
2017,정형외과,872 175-라-1)-가),골절후유증,2,2,,
2017,정형외과,872 175-라-1)-나),골절후유증,6,,6,
2017,정형외과,872 175-라-2)-나),골절후유증,1,1,,
2017,정형외과,872 176-나-3),건손상,1,1,,
2017,정형외과,872 178-가-2),불안정성 대관절,3,3,,
2017,정형외과,872 178-가-3),불안정성 대관절,8,,8,
2017,정형외과,872 178-나-2),불안정성 대관절,1,1,,
2017,정형외과,872 178-다-2)-나),불안정성 대관절,2,2,,
2017,정형외과,872 178-라-4),불안정성 대관절,2,2,,
2017,정형외과,872 179-가-3),골수염,2,,2,
2017,정형외과,872 181-다-2),활액낭염 및 건초염,2,2,,
2017,정형외과,872 182-가,"퇴행성, 화농성, 외상성 및 그 밖의 관절염",5,5,,
2017,정형외과,872 182-나,"퇴행성, 화농성, 외상성 및 그 밖의 관절염",1,,1,
2017,정형외과,872 183-나,정형외과적 선천성 기형,4,4,,
2017,정형외과,872 183-다-1),정형외과적 선천성 기형,2,,2,
2017,정형외과,872 185-나,근육손실(결손)및 위축,1,1,,
2017,정형외과,872 186-가-2)-나),종양,4,4,,
2017,정형외과,872 189-가-3),어깨관절의 불안정성,14,14,,
2017,정형외과,872 192-가-1),손가락강직,1,1,,
2017,정형외과,872 192-나,손가락강직,1,1,,
2017,정형외과,872 193-나,손가락강직,2,2,,
2017,정형외과,872 195-나-3),운동제한,1,1,,
2017,정형외과,872 195-나-5)-나),운동제한,2,2,,
2017,정형외과,872 196-가-2)-가),손가락 결손,1,1,,
2017,정형외과,872 203-나,편평족·외반족·내반족·만곡족·요족·첨족·중족 등,21,21,,
2017,정형외과,872 208-가-1)-나),하지의 운동제한,1,,1,
2017,정형외과,872 208-나-1),하지의 운동제한,3,3,,
2017,정형외과,872 208-라-1),하지의 운동제한,1,1,,
2017,정형외과,872 210-다,안짱다리,1,1,,
2017,정형외과,872 211-나-2),무릎관절 반월상 연골판 질환,8,8,,
2017,정형외과,872 211-나-3),무릎관절 반월상 연골판 질환,5,,5,
2017,정형외과,872 212-가,박리성 골연골염,3,3,,
2017,정형외과,872 213-나-2),슬개골 연골연화증,1,1,,
2017,정형외과,872 214-나-2),오스굳씨병,2,2,,
2017,정형외과,872 216-가,레그 깔베 피데스씨병 및 비구 이형성증,1,1,,
2017,정형외과,872 218-가-2),골반 및 대퇴골두 골절,1,1,,
2017,정형외과,872 219-나,척추골 골절,1,1,,
2017,정형외과,872 220-나,척추측만증,14,14,,
2017,정형외과,872 224-나-1),척추골 전 또는 후 전위증,5,5,,
2017,정형외과,872 228-가-2)-나)-2),말초신경장애,3,3,,
2017,정형외과,872 228-가-2)-나)-3),말초신경장애,2,,2,
2017,정형외과,872 228-나,말초신경장애,1,,,1.0
2017,정형외과,907 174-다,골절,29,29,,
2017,정형외과,907 175-가-3),골절후유증,6,6,,
2017,정형외과,907 175-가-4),골절후유증,1,,1,
2017,정형외과,907 175-나-2),골절후유증,39,39,,
2017,정형외과,907 175-다,골절후유증,57,57,,
2017,정형외과,907 175-라-1)-가),골절후유증,13,13,,
2017,정형외과,907 175-라-1)-나),골절후유증,2,,2,
2017,정형외과,907 175-라-2)-나),골절후유증,7,7,,
2017,정형외과,907 176-나-1)-나),건손상,3,3,,
2017,정형외과,907 176-나-3),건손상,1,1,,
2017,정형외과,907 176-나-4),건손상,2,2,,
2017,정형외과,907 176-나-5),건손상,1,1,,
2017,정형외과,907 178-가-2),불안정성 대관절,123,123,,
2017,정형외과,907 178-가-3),불안정성 대관절,"1,324",,"1,324",
2017,정형외과,907 178-나-2),불안정성 대관절,1,1,,
2017,정형외과,907 178-다-2)-나),불안정성 대관절,88,88,,
2017,정형외과,907 178-라-2),불안정성 대관절,16,16,,
2017,정형외과,907 178-라-3),불안정성 대관절,8,8,,
2017,정형외과,907 178-라-4),불안정성 대관절,110,110,,
2017,정형외과,907 179-가-2),골수염,3,3,,
2017,정형외과,907 179-가-3),골수염,3,,3,
2017,정형외과,907 179-나-2)-가),골수염,2,2,,
2017,정형외과,907 179-나-2)-나),골수염,1,,1,
2017,정형외과,907 180-나,골 및 관절결핵,1,,1,
2017,정형외과,907 181-다-2),활액낭염 및 건초염,34,34,,
2017,정형외과,907 182-가,"퇴행성, 화농성, 외상성 및 그 밖의 관절염",86,86,,
2017,정형외과,907 182-나,"퇴행성, 화농성, 외상성 및 그 밖의 관절염",32,,32,
2017,정형외과,907 182-다,"퇴행성, 화농성, 외상성 및 그 밖의 관절염",9,,,9.0
2017,정형외과,907 183-나,정형외과적 선천성 기형,314,314,,
2017,정형외과,907 183-다-1),정형외과적 선천성 기형,137,,137,
2017,정형외과,907 183-다-2),정형외과적 선천성 기형,5,,,5.0
2017,정형외과,907 184-가,수부 또는 족부의 무혈성 괴사,1,1,,
2017,정형외과,907 184-나-1),수부 또는 족부의 무혈성 괴사,1,1,,
2017,정형외과,907 184-나-2),수부 또는 족부의 무혈성 괴사,5,,5,
2017,정형외과,907 184-다,수부 또는 족부의 무혈성 괴사,1,,1,
2017,정형외과,907 185-나,근육손실(결손)및 위축,6,6,,
2017,정형외과,907 185-다,근육손실(결손)및 위축,1,,1,
2017,정형외과,907 186-가-2)-나),종양,82,82,,
2017,정형외과,907 186-가-2)-다),종양,35,,35,
2017,정형외과,907 186-가-2)-라),종양,5,,5,
2017,정형외과,907 186-나,종양,32,,,32.0
2017,정형외과,907 187-나,대관절강직,2,,,2.0
2017,정형외과,907 188,대관절의 진구성 미정복,1,,,1.0
2017,정형외과,907 189-가-3),어깨관절의 불안정성,521,521,,
2017,정형외과,907 189-가-4),어깨관절의 불안정성,12,,12,
2017,정형외과,907 189-나-4),어깨관절의 불안정성,2,2,,
2017,정형외과,907 189-나-5),어깨관절의 불안정성,1,,1,
2017,정형외과,907 189-라-3),어깨관절의 불안정성,3,3,,
2017,정형외과,907 190-나,손가락과다증,21,21,,
2017,정형외과,907 191-나-1),유착된 손가락,1,1,,
2017,정형외과,907 191-나-2),유착된 손가락,1,,1,
2017,정형외과,907 192-가-1),손가락강직,17,17,,
2017,정형외과,907 192-나,손가락강직,15,15,,
2017,정형외과,907 193-가,손가락강직,51,,51,
2017,정형외과,907 193-나,손가락강직,51,51,,
2017,정형외과,907 193-다,손가락강직,12,,12,
2017,정형외과,907 194-가-1),손가락강직,7,,7,
2017,정형외과,907 194-가-2),손가락강직,10,10,,
2017,정형외과,907 194-나,손가락강직,2,,2,
2017,정형외과,907 195-가-2),운동제한,3,3,,
2017,정형외과,907 195-나-1),운동제한,13,13,,
2017,정형외과,907 195-나-3),운동제한,18,18,,
2017,정형외과,907 195-나-4),운동제한,1,,1,
2017,정형외과,907 195-나-5)-나),운동제한,23,23,,
2017,정형외과,907 195-나-5)-다),운동제한,2,,2,
2017,정형외과,907 195-다-1),운동제한,5,5,,
2017,정형외과,907 196-가-1)-가),손가락 결손,6,6,,
2017,정형외과,907 196-가-1)-나),손가락 결손,24,24,,
2017,정형외과,907 196-가-2)-가),손가락 결손,12,12,,
2017,정형외과,907 196-나,손가락 결손,8,8,,
2017,정형외과,907 196-다,손가락 결손,9,,9,
2017,정형외과,907 197-가-1)-가),손가락 결손,3,,3,
2017,정형외과,907 197-가-1)-나)-1),손가락 결손,7,7,,
2017,정형외과,907 197-가-2)-가),손가락 결손,1,,1,
2017,정형외과,907 197-가-2)-나)-1),손가락 결손,2,2,,
2017,정형외과,907 197-가-2)-나)-2),손가락 결손,1,,1,
2017,정형외과,907 197-가-3)-가),손가락 결손,3,3,,
2017,정형외과,907 197-가-3)-나),손가락 결손,3,3,,
2017,정형외과,907 197-나,손가락 결손,7,,7,
2017,정형외과,907 198-가-1),손가락 결손,6,,6,
2017,정형외과,907 198-가-2),손가락 결손,1,,1,
2017,정형외과,907 198-나-1),손가락 결손,2,,2,
2017,정형외과,907 198-다,손가락 결손,1,,,1.0
2017,정형외과,907 199,수장관절 원위부 결손,2,,,2.0
2017,정형외과,907 203-나,편평족·외반족·내반족·만곡족·요족·첨족·중족 등,"1,703","1,703",,
2017,정형외과,907 203-다,편평족·외반족·내반족·만곡족·요족·첨족·중족 등,4,,4,
2017,정형외과,907 204,전체발가락이 추상지(한쪽)로서 군화착용에 지장이 있는 경우,4,4,,
2017,정형외과,907 205-나,발가락 과다증,30,30,,
2017,정형외과,907 206-가,유착된 발가락,2,2,,
2017,정형외과,907 207-가-1)-가),발가락 강직,6,6,,
2017,정형외과,907 207-가-2),발가락 강직,2,,2,
2017,정형외과,907 207-나-1)-가),발가락 강직,6,6,,
2017,정형외과,907 207-나-2),발가락 강직,4,4,,
2017,정형외과,907 208-가-1)-나),하지의 운동제한,5,,5,
2017,정형외과,907 208-가-2)-가),하지의 운동제한,1,1,,
2017,정형외과,907 208-가-2)-나),하지의 운동제한,1,,1,
2017,정형외과,907 208-나-1),하지의 운동제한,56,56,,
2017,정형외과,907 208-나-2)-가),하지의 운동제한,10,10,,
2017,정형외과,907 208-다,하지의 운동제한,7,,7,
2017,정형외과,907 208-라-1),하지의 운동제한,2,2,,
2017,정형외과,907 209-가-2)-가),하지의 결손,9,,9,
2017,정형외과,907 209-가-2)-나),하지의 결손,3,3,,
2017,정형외과,907 209-가-3)-가),하지의 결손,5,5,,
2017,정형외과,907 209-가-4)-가),하지의 결손,3,,3,
2017,정형외과,907 209-가-4)-나),하지의 결손,1,1,,
2017,정형외과,907 209-가-5)-나)-1),하지의 결손,1,,1,
2017,정형외과,907 209-가-5)-나)-2),하지의 결손,2,,,2.0
2017,정형외과,907 209-가-6)-가),하지의 결손,2,,2,
2017,정형외과,907 209-나,하지의 결손,2,,,2.0
2017,정형외과,907 210-다,안짱다리,13,13,,
2017,정형외과,907 211-나-2),무릎관절 반월상 연골판 질환,171,171,,
2017,정형외과,907 211-나-3),무릎관절 반월상 연골판 질환,75,,75,
2017,정형외과,907 212-가,박리성 골연골염,171,171,,
2017,정형외과,907 212-나,박리성 골연골염,32,,32,
2017,정형외과,907 213-나-2),슬개골 연골연화증,26,26,,
2017,정형외과,907 214-나-2),오스굳씨병,116,116,,
2017,정형외과,907 215-가,고관절 무혈성 괴사,16,,16,
2017,정형외과,907 216-가,레그 깔베 피데스씨병 및 비구 이형성증,72,72,,
2017,정형외과,907 216-나,레그 깔베 피데스씨병 및 비구 이형성증,112,,112,
2017,정형외과,907 216의2-나,"대퇴 비구 충돌 증후군(Cam Type, Pincer Type)",8,8,,
2017,정형외과,907 217-나,하지의 단축,72,72,,
2017,정형외과,907 217-다,하지의 단축,11,,11,
2017,정형외과,907 217-라,하지의 단축,3,,,3.0
2017,정형외과,907 218-가-2),골반 및 대퇴골두 골절,1,1,,
2017,정형외과,907 218-가-3),골반 및 대퇴골두 골절,1,,,1.0
2017,정형외과,907 219-나,척추골 골절,46,46,,
2017,정형외과,907 219-다,척추골 골절,10,,10,
2017,정형외과,907 220-나,척추측만증,"1,244","1,244",,
2017,정형외과,907 220-다,척추측만증,145,,145,
2017,정형외과,907 221-나,척추전굴증 또는 척추후굴증,5,5,,
2017,정형외과,907 222-가,척추의 고도 운동제한·강직,3,3,,
2017,정형외과,907 222-나,척추의 고도 운동제한·강직,115,,115,
2017,정형외과,907 223-나,척추분리증,19,19,,
2017,정형외과,907 224-나-1),척추골 전 또는 후 전위증,233,233,,
2017,정형외과,907 224-나-2),척추골 전 또는 후 전위증,2,,2,
2017,정형외과,907 224-다,척추골 전 또는 후 전위증,3,,3,
2017,정형외과,907 227-가-2)-나)-1),상박신경총 및 요천추신경총 마비,3,3,,
2017,정형외과,907 227-가-2)-나)-2),상박신경총 및 요천추신경총 마비,4,,4,
2017,정형외과,907 227-가-2)-나)-3),상박신경총 및 요천추신경총 마비,6,,,6.0
2017,정형외과,907 227-나,상박신경총 및 요천추신경총 마비,1,,,1.0
2017,정형외과,907 228-가-2)-나)-2),말초신경장애,21,21,,
2017,정형외과,907 228-가-2)-나)-3),말초신경장애,28,,28,
2017,정형외과,907 228-나,말초신경장애,1,,,1.0
2017,신경외과,757 238-다,뇌신경기능 장애,1,,1,
2017,신경외과,851 231-바-2),두부손상,1,1,,
2017,신경외과,872 231-라,두부손상,2,2,,
2017,신경외과,872 231-바,두부손상,6,6,,
2017,신경외과,872 233-나-2),중추신경계 낭종,1,1,,
2017,신경외과,872 234-나-2),두개골 결손이 있는 경우,1,,1,
2017,신경외과,872 240-가,중추신경계 종양,1,,1,
2017,신경외과,872 241-가-3),중추신경장애,2,,2,
2017,신경외과,872 241-나,중추신경장애,2,,,2.0
2017,신경외과,872 242-가-1),척추질환,2,2,,
2017,신경외과,872 242-나-3)-나),척추질환,23,23,,
2017,신경외과,872 242-나-4),척추질환,1,,1,
2017,신경외과,872 244-가,수막류나 수막척수류,1,1,,
2017,신경외과,872 245-다-1),척추종양,1,1,,
2017,신경외과,872 246,난치성 뇌전증,1,,1,
2017,신경외과,907 231-라,두부손상,42,42,,
2017,신경외과,907 231-바,두부손상,125,125,,
2017,신경외과,907 232,신경계통질환과 관계있는 선천성 중추신경계 이상,21,,21,
2017,신경외과,907 233-나-1),중추신경계 낭종,17,17,,
2017,신경외과,907 233-나-2),중추신경계 낭종,16,16,,
2017,신경외과,907 233-다,중추신경계 낭종,2,,2,
2017,신경외과,907 234-나-1),두개골 결손이 있는 경우,5,5,,
2017,신경외과,907 234-나-2),두개골 결손이 있는 경우,3,,3,
2017,신경외과,907 235-가-2),두개골 및 두부 연부조직 종양,20,20,,
2017,신경외과,907 235-가-3),두개골 및 두부 연부조직 종양,4,,4,
2017,신경외과,907 235-나,두개골 및 두부 연부조직 종양,5,,,5.0
2017,신경외과,907 237-가-1),수두증,8,8,,
2017,신경외과,907 237-나,수두증,1,,1,
2017,신경외과,907 237-다,수두증,26,,26,
2017,신경외과,907 238-나,뇌신경기능 장애,4,4,,
2017,신경외과,907 238-다,뇌신경기능 장애,1,,1,
2017,신경외과,907 239,뇌척수 혈관 질환이 방사선학적으로 확인된 경우,149,,149,
2017,신경외과,907 240-가,중추신경계 종양,96,,96,
2017,신경외과,907 240-나,중추신경계 종양,73,,,73.0
2017,신경외과,907 241-가-2),중추신경장애,6,6,,
2017,신경외과,907 241-가-3),중추신경장애,16,,16,
2017,신경외과,907 241-나,중추신경장애,25,,,25.0
2017,신경외과,907 242-가-1),척추질환,6,6,,
2017,신경외과,907 242-가-2),척추질환,4,,4,
2017,신경외과,907 242-가-3)-가),척추질환,11,11,,
2017,신경외과,907 242-가-3)-나),척추질환,3,,3,
2017,신경외과,907 242-나-3)-나),척추질환,"1,008","1,008",,
2017,신경외과,907 242-나-4),척추질환,22,,22,
2017,신경외과,907 243-나,척추궁 결손,2,,2,
2017,신경외과,907 244-가,수막류나 수막척수류,7,7,,
2017,신경외과,907 244-나,수막류나 수막척수류,7,,7,
2017,신경외과,907 245-가-1),척추종양,3,3,,
2017,신경외과,907 245-가-2),척추종양,3,,,3.0
2017,신경외과,907 245-나,척추종양,2,,,2.0
2017,신경외과,907 245-다-1),척추종양,4,4,,
2017,신경외과,907 246,난치성 뇌전증,8,,8,
2017,흉부외과,851 253-가,농흉으로 수술적 치료를 한 경우,1,1,,
2017,흉부외과,851 260-나-2),흉곽기형,1,1,,
2017,흉부외과,851 260-다-2),흉곽기형,1,1,,
2017,흉부외과,851 268-가-5),심장질환 수술,1,,,1.0
2017,흉부외과,851 271-나,흉곽대혈관 질환 및 손상,1,,1,
2017,흉부외과,872 255-다,기흉 또는 혈흉,5,5,,
2017,흉부외과,872 255-라,기흉 또는 혈흉,2,2,,
2017,흉부외과,872 256-다,폐절제술을 한 경우,1,,1,
2017,흉부외과,872 260-나-2),흉곽기형,1,1,,
2017,흉부외과,872 260-다-2),흉곽기형,2,2,,
2017,흉부외과,872 265-나,흉벽종양 또는 낭종,1,,,1.0
2017,흉부외과,872 266-나,종격동 종양,1,,,1.0
2017,흉부외과,872 268-가-2),심장질환 수술,5,5,,
2017,흉부외과,872 271-바,흉곽대혈관 질환 및 손상,1,,1,
2017,흉부외과,907 253-가,농흉으로 수술적 치료를 한 경우,3,3,,
2017,흉부외과,907 255-다,기흉 또는 혈흉,388,388,,
2017,흉부외과,907 255-라,기흉 또는 혈흉,211,211,,
2017,흉부외과,907 256-나,폐절제술을 한 경우,6,6,,
2017,흉부외과,907 256-다,폐절제술을 한 경우,19,,19,
2017,흉부외과,907 256-라,폐절제술을 한 경우,2,,,2.0
2017,흉부외과,907 257-라,기관 및 기관지협착증,2,,,2.0
2017,흉부외과,907 260-나-2),흉곽기형,47,47,,
2017,흉부외과,907 260-다-2),흉곽기형,42,42,,
2017,흉부외과,907 260-다-3),흉곽기형,1,,1,
2017,흉부외과,907 260-라-1),흉곽기형,1,1,,
2017,흉부외과,907 260-마-2),흉곽기형,11,11,,
2017,흉부외과,907 260-사-1),흉곽기형,7,7,,
2017,흉부외과,907 260-사-2),흉곽기형,1,,1,
2017,흉부외과,907 261-나-1),횡격막질환 또는 허니아,19,19,,
2017,흉부외과,907 261-나-2),횡격막질환 또는 허니아,2,,2,
2017,흉부외과,907 263-나,흉곽손상,4,4,,
2017,흉부외과,907 264-가-1),식도수술,6,6,,
2017,흉부외과,907 264-가-2),식도수술,6,,6,
2017,흉부외과,907 264-다,식도수술,2,,,2.0
2017,흉부외과,907 265-나,흉벽종양 또는 낭종,2,,,2.0
2017,흉부외과,907 266-가-2),종격동 종양,21,21,,
2017,흉부외과,907 266-나,종격동 종양,16,,,16.0
2017,흉부외과,907 267-가-2),기관 및 폐내 종양,2,2,,
2017,흉부외과,907 267-나,기관 및 폐내 종양,2,,,2.0
2017,흉부외과,907 268-가-2),심장질환 수술,428,428,,
2017,흉부외과,907 268-가-3),심장질환 수술,203,,203,
2017,흉부외과,907 268-가-4),심장질환 수술,77,,,77.0
2017,흉부외과,907 268-가-5),심장질환 수술,46,,,46.0
2017,흉부외과,907 268-나-1),심장질환 수술,4,,4,
2017,흉부외과,907 268-나-2),심장질환 수술,8,,,8.0
2017,흉부외과,907 268-나-3),심장질환 수술,13,,,13.0
2017,흉부외과,907 269-가,심장 종양,2,,2,
2017,흉부외과,907 270-가,심낭질환 수술을 한 경우,1,1,,
2017,흉부외과,907 271-가,흉곽대혈관 질환 및 손상,6,6,,
2017,흉부외과,907 271-나,흉곽대혈관 질환 및 손상,6,,6,
2017,흉부외과,907 271-다,흉곽대혈관 질환 및 손상,1,,,1.0
2017,흉부외과,907 271-라,흉곽대혈관 질환 및 손상,1,,,1.0
2017,흉부외과,907 271-마,흉곽대혈관 질환 및 손상,3,,3,
2017,흉부외과,907 271-바,흉곽대혈관 질환 및 손상,15,,15,
2017,성형외과,872 273-다-3)-가),연부조직결손,1,,1,
2017,성형외과,872 274-다-2),각종 피부질환·화상·외상 등에 의한 추형,1,1,,
2017,성형외과,907 273-나-2),연부조직결손,3,,3,
2017,성형외과,907 273-다-2),연부조직결손,42,42,,
2017,성형외과,907 273-다-3)-가),연부조직결손,9,,9,
2017,성형외과,907 274-가-2),각종 피부질환·화상·외상 등에 의한 추형,20,20,,
2017,성형외과,907 274-가-3)-가),각종 피부질환·화상·외상 등에 의한 추형,3,,3,
2017,성형외과,907 274-가-3)-나),각종 피부질환·화상·외상 등에 의한 추형,4,,,4.0
2017,성형외과,907 274-나-2),각종 피부질환·화상·외상 등에 의한 추형,46,46,,
2017,성형외과,907 274-나-3),각종 피부질환·화상·외상 등에 의한 추형,3,,,3.0
2017,성형외과,907 274-다-2),각종 피부질환·화상·외상 등에 의한 추형,17,17,,
2017,성형외과,907 274-다-3),각종 피부질환·화상·외상 등에 의한 추형,3,,3,
2017,안과,851 284-나,비녹내장성 시야장애,1,,1,
2017,안과,851 285-가,시력장애,1,1,,
2017,안과,851 304-나-2),안구운동장애,1,,1,
2017,안과,872 276-나,망막박리,5,5,,
2017,안과,872 278-가,야맹증,2,2,,
2017,안과,872 283-다-1),녹내장,1,,1,
2017,안과,872 284-가,비녹내장성 시야장애,1,1,,
2017,안과,872 284-나,비녹내장성 시야장애,1,,1,
2017,안과,872 285-가,시력장애,7,7,,
2017,안과,872 285-나,시력장애,5,,5,
2017,안과,872 286-가-4),굴절이상,15,15,,
2017,안과,872 286-나-4),굴절이상,6,6,,
2017,안과,872 286-다-3),굴절이상,12,12,,
2017,안과,872 287-다,부동시,3,3,,
2017,안과,872 304-나-1),안구운동장애,7,7,,
2017,안과,872 304-나-2),안구운동장애,8,,8,
2017,안과,872 309-나-1),무수정체안 또는 인공수정체안,2,2,,
2017,안과,872 317-가,실명 또는 광각만 있는 경우,6,,6,
2017,안과,907 276-나,망막박리,84,84,,
2017,안과,907 276-다,망막박리,25,,25,
2017,안과,907 276-라,망막박리,16,,16,
2017,안과,907 277-다,망막변성,2,2,,
2017,안과,907 278-가,야맹증,8,8,,
2017,안과,907 278-나,야맹증,21,,21,
2017,안과,907 280-나,포도막염,6,6,,
2017,안과,907 282-나-1),유리체 이상,1,,1,
2017,안과,907 283-다-1),녹내장,12,,12,
2017,안과,907 283-다-2),녹내장,4,,4,
2017,안과,907 283-라-2),녹내장,27,,27,
2017,안과,907 284-가,비녹내장성 시야장애,7,7,,
2017,안과,907 284-나,비녹내장성 시야장애,12,,12,
2017,안과,907 285-가,시력장애,174,174,,
2017,안과,907 285-나,시력장애,94,,94,
2017,안과,907 285-다,시력장애,14,,14,
2017,안과,907 286-가-4),굴절이상,"1,905","1,905",,
2017,안과,907 286-나-4),굴절이상,279,279,,
2017,안과,907 286-다-3),굴절이상,"1,304","1,304",,
2017,안과,907 287-다,부동시,180,180,,
2017,안과,907 290-가,각막이식,10,,10,
2017,안과,907 290-나-1),각막이식,3,3,,
2017,안과,907 291-가,원추각막,9,9,,
2017,안과,907 297-가-2),비루관협착,1,1,,
2017,안과,907 297-나,비루관협착,2,2,,
2017,안과,907 303-나-4),사위 및 사시,14,14,,
2017,안과,907 303-다-2),사위 및 사시,13,13,,
2017,안과,907 304-나-1),안구운동장애,10,10,,
2017,안과,907 304-나-2),안구운동장애,4,,4,
2017,안과,907 305-나,동공운동장애,3,3,,
2017,안과,907 309-나-1),무수정체안 또는 인공수정체안,64,64,,
2017,안과,907 309-다,무수정체안 또는 인공수정체안,73,,73,
2017,안과,907 309-라,무수정체안 또는 인공수정체안,5,,5,
2017,안과,907 310-나,안구진탕,56,56,,
2017,안과,907 315-나,안과영역의 종양 또는 낭종,4,,,4.0
2017,안과,907 316,무안구 또는 안구로,38,,,38.0
2017,안과,907 317-가,실명 또는 광각만 있는 경우,122,,122,
2017,안과,907 317-나,실명 또는 광각만 있는 경우,2,,,2.0
2017,이비인후과,872 321-나-2)-가),외이의 결손 또는 기형,2,2,,
2017,이비인후과,872 323-가-2),중이염,1,1,,
2017,이비인후과,872 323-라-1)-가),중이염,1,1,,
2017,이비인후과,872 324-가-3),청력장애,2,2,,
2017,이비인후과,872 324-가-4),청력장애,1,,1,
2017,이비인후과,872 324-가-6),청력장애,1,1,,
2017,이비인후과,872 324-가-7)-가),청력장애,1,1,,
2017,이비인후과,872 324-나-2),청력장애,13,13,,
2017,이비인후과,872 326-나-3),메니에르병,3,,3,
2017,이비인후과,872 331-마,부비동염,1,,1,
2017,이비인후과,872 334-가-3),종양 또는 낭종,1,,1,
2017,이비인후과,872 335-나-3),안면신경마비,2,,2,
2017,이비인후과,872 341-라,만성후두염 및 후두의 기질적 변화 또는 기능적 장애,1,1,,
2017,이비인후과,907 321-가-2),외이의 결손 또는 기형,13,13,,
2017,이비인후과,907 321-가-3)-가),외이의 결손 또는 기형,77,,77,
2017,이비인후과,907 321-가-3)-나),외이의 결손 또는 기형,4,,,4.0
2017,이비인후과,907 321-나-1),외이의 결손 또는 기형,1,1,,
2017,이비인후과,907 321-나-2)-가),외이의 결손 또는 기형,8,8,,
2017,이비인후과,907 321-나-2)-나),외이의 결손 또는 기형,2,,2,
2017,이비인후과,907 323-가-2),중이염,2,2,,
2017,이비인후과,907 323-가-3)-가),중이염,24,24,,
2017,이비인후과,907 323-가-4),중이염,1,,1,
2017,이비인후과,907 323-나-1)-나)-(2),중이염,4,4,,
2017,이비인후과,907 323-나-2)-나),중이염,6,6,,
2017,이비인후과,907 323-나-4),중이염,6,6,,
2017,이비인후과,907 323-나-5),중이염,8,8,,
2017,이비인후과,907 323-라-1)-가),중이염,30,30,,
2017,이비인후과,907 323-라-1)-나),중이염,8,,8,
2017,이비인후과,907 323-라-1)-다),중이염,2,,2,
2017,이비인후과,907 323-바-2)-가),중이염,3,3,,
2017,이비인후과,907 324-가-3),청력장애,34,34,,
2017,이비인후과,907 324-가-4),청력장애,27,,27,
2017,이비인후과,907 324-가-5),청력장애,22,,,22.0
2017,이비인후과,907 324-가-6),청력장애,22,22,,
2017,이비인후과,907 324-가-7)-가),청력장애,9,9,,
2017,이비인후과,907 324-가-7)-나),청력장애,6,,6,
2017,이비인후과,907 324-가-8),청력장애,21,,,21.0
2017,이비인후과,907 324-나-2),청력장애,444,444,,
2017,이비인후과,907 324-마,청력장애,2,2,,
2017,이비인후과,907 325-나-1),전정기능 장애,10,10,,
2017,이비인후과,907 326-나-3),메니에르병,4,,4,
2017,이비인후과,907 329-다-2),비폐색,7,7,,
2017,이비인후과,907 331-다,부비동염,6,6,,
2017,이비인후과,907 331-라,부비동염,8,8,,
2017,이비인후과,907 331-마,부비동염,3,,3,
2017,이비인후과,907 332-가,비인강 섬유혈관종 및 반전성 유두종,5,5,,
2017,이비인후과,907 332-나,비인강 섬유혈관종 및 반전성 유두종,3,,3,
2017,이비인후과,907 334-가-2),종양 또는 낭종,13,13,,
2017,이비인후과,907 334-나,종양 또는 낭종,19,,,19.0
2017,이비인후과,907 335-나-2),안면신경마비,8,8,,
2017,이비인후과,907 335-나-3),안면신경마비,5,,5,
2017,이비인후과,907 341-다,만성후두염 및 후두의 기질적 변화 또는 기능적 장애,1,1,,
2017,이비인후과,907 341-라,만성후두염 및 후두의 기질적 변화 또는 기능적 장애,3,3,,
2017,이비인후과,907 343-나-1)-가),성대마비,1,1,,
2017,이비인후과,907 343-나-1)-나),성대마비,1,,1,
2017,이비인후과,907 343-나-2),성대마비,1,,,1.0
2017,이비인후과,907 344-라,기관절개술을 한 경우,2,,2,
2017,이비인후과,907 344-마,기관절개술을 한 경우,6,,6,
2017,이비인후과,907 347-나,연하.회화.호흡에 지장이 있는 기도 및 식도의 변형 또는 기능장애,1,,1,
2017,비뇨의학과,872 362-다,신경인성 방광 또는 과민성 방광,2,2,,
2017,비뇨의학과,872 363-나,요도협착,1,1,,
2017,비뇨의학과,872 384-가,고환결손 또는 위축,4,4,,
2017,비뇨의학과,872 384-나,고환결손 또는 위축,5,,5,
2017,비뇨의학과,872 394-다,음경절단,1,,1,
2017,비뇨의학과,907 352-나,비뇨생식기계 종양,37,,,37.0
2017,비뇨의학과,907 355-가-2)-나),폐색성 요로병증,13,13,,
2017,비뇨의학과,907 355-가-2)-다),폐색성 요로병증,3,,3,
2017,비뇨의학과,907 355-가-3),폐색성 요로병증,3,,3,
2017,비뇨의학과,907 356-라,요석,2,2,,
2017,비뇨의학과,907 362-다,신경인성 방광 또는 과민성 방광,8,8,,
2017,비뇨의학과,907 362-마,신경인성 방광 또는 과민성 방광,5,,,5.0
2017,비뇨의학과,907 363-나,요도협착,3,3,,
2017,비뇨의학과,907 363-다,요도협착,2,,2,
2017,비뇨의학과,907 365-다-1),육안적 혈뇨,1,1,,
