계약번호,계약명,업무구분명,계약체결형태명,계약체결방법명,계약체결일자,계약기간,계약기관구분명,계약기관명,계약기관담당부서명,계약기관담당자명,수요기관구분명,수요기관명,대표업체명
KD21BD0HP05,S/P FOR FIRE EQPT,외자,총액제,일반경쟁,2022-07-07,2022-07-07~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,최인선,국가기관,방위사업청,ITS Enterprise Corp.
KD21BD0HP06,S/P FOR FIRE EQPT,외자,총액제,일반경쟁,2022-07-07,2022-07-07~2023-03-28,국가기관,방위사업청,미래전력사업국제확정계약팀,최인선,국가기관,방위사업청,Coin-Tech.co
KD21GD0HP05,S/P FOR MOBILE EQP'T,외자,총액제,일반경쟁,2022-07-07,2022-07-07~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,최인선,국가기관,방위사업청,ITS Enterprise Corp.
KD21GD0HP06,S/P FOR MOBILE EQP T,외자,총액제,일반경쟁,2022-07-07,2022-07-07~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,최인선,국가기관,방위사업청,ITS Enterprise Corp.
KD21GD0HP07,S/P FOR MOBILE EQP T,외자,총액제,일반경쟁,2022-07-07,2022-07-07~2023-01-20,국가기관,방위사업청,미래전력사업국제확정계약팀,최인선,국가기관,방위사업청,ydglobal
KD21GD0HP08,S/P FOR MOBILE EQP T,외자,총액제,일반경쟁,2022-07-07,2022-07-07~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,최인선,국가기관,방위사업청,Coin-Tech.co
KD22CD0HG18,S/P FOR SUBMARINE,외자,단가제(최저가),일반경쟁,2022-07-11,2022-07-11~2024-06-30,국가기관,방위사업청,미래전력사업국제확정계약팀,주홍길,국가기관,방위사업청,SMTrading
KD21BD0HP07,S/P FOR FIRE EQPT,외자,단가제(최저가),일반경쟁,2022-07-12,2022-07-12~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,최인선,국가기관,방위사업청,"E&IT Holdings Co., Ltd"
KD23AB0BP05,22~'26 CN-235 부품정비(B),외자,내역입찰(최저가),수의계약,2022-07-12,2022-07-12~2026-11-30,국가기관,방위사업청,기반전력사업국제계약팀,변성훈,국가기관,방위사업청,AIRBUS DEFENCE AND SPACE SA
KD23FD0HP03,S/P FOR RADAR,외자,단가제(최저가),일반경쟁,2022-07-12,2022-07-12~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김유라,국가기관,방위사업청,SMTrading
KD23FD0HP04,S/P FOR RADAR,외자,단가제(최저가),일반경쟁,2022-07-12,2022-07-12~2022-11-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김유라,국가기관,방위사업청,SMTrading
KD23FD0HP05,S/P FOR RADAR,외자,단가제(최저가),일반경쟁,2022-07-12,2022-07-12~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김유라,국가기관,방위사업청,SMTrading
KD23JO0HP02,EQUIPMENT FUEL,외자,단가제(최저가),일반경쟁,2022-07-12,2022-07-12~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김유라,국가기관,방위사업청,JW International
KD21ED0HP01,S/P FOR GENERAL EQUIPMENT,외자,총액제,일반경쟁,2022-07-13,2022-07-13~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,이영수,국가기관,방위사업청,BH INTERNATIONAL
KD21ED0HP02,S/P FOR GENERAL EQUIPMENT,외자,총액제,일반경쟁,2022-07-13,2022-07-13~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,이영수,국가기관,방위사업청,BH INTERNATIONAL
KD21FD0HP04,S/P FOR ANTI AIR EQP'T,외자,총액제,일반경쟁,2022-07-13,2022-07-13~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김태민,국가기관,방위사업청,BRINTON BUSINESS DEVELOPMENT INTERNATIONAL
KD21AD0HP14,S/P FOR AH-1S,외자,단가제(최저가),일반경쟁,2022-07-14,2022-07-14~,국가기관,방위사업청,미래전력사업국제확정계약팀,김재희,국가기관,방위사업청,JP International
KD21AD0HP15,S/P FOR AH-1S,외자,단가제(최저가),일반경쟁,2022-07-14,2022-07-14~,국가기관,방위사업청,미래전력사업국제확정계약팀,김재희,국가기관,방위사업청,JP International
KD21GD0HP09,S/P FOR MOBILE EQP T,외자,단가제(최저가),일반경쟁,2022-07-15,2022-07-15~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,최인선,국가기관,방위사업청,SMTrading
KD21AD0HT02,S/P FOR AH-1S,외자,단가제(최저가),일반경쟁,2022-07-18,2022-07-18~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김재희,국가기관,방위사업청,"AVIX GLOBAL, LLC."
KD22CD0HG99,S/P FOR SUBMARINE,외자,총액제,일반경쟁,2022-07-18,2022-07-18~2024-06-30,국가기관,방위사업청,미래전력사업국제확정계약팀,주홍길,국가기관,방위사업청,"Suyfa Defence, S.L."
KD21ED0HP17,S/P FOR GENERAL EQUIPMENT,외자,총액제,일반경쟁,2022-07-19,2022-07-19~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,이영수,국가기관,방위사업청,"Suyfa Defence, S.L."
KD21GD0HS01,S/P FOR MOBILE EQP T,외자,총액제,일반경쟁,2022-07-19,2022-07-19~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,최인선,국가기관,방위사업청,"Suyfa Defence, S.L."
KD21GD0HS02,S/P FOR MOBILE EQP T,외자,총액제,일반경쟁,2022-07-19,2022-07-19~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,최인선,국가기관,방위사업청,"Suyfa Defence, S.L."
KD22BD0HP09,S/P FOR NAVAL FIREPOWER SYSTEMS,외자,총액제,일반경쟁,2022-07-19,2022-07-19~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김유라,국가기관,방위사업청,"Suyfa Defence, S.L."
KD23DD0HP02,BATTERY CHARGER,외자,총액제,일반경쟁,2022-07-19,2022-07-19~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김유라,국가기관,방위사업청,"Suyfa Defence, S.L."
KD21FD0HO18,S/P FOR ANTI AIR EQP'T,외자,총액제,일반경쟁,2022-07-20,2022-07-20~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김태민,국가기관,방위사업청,"Suyfa Defence, S.L."
KD21KA0HP01,전자권총 카트리지,외자,단가제(최저가),2단계경쟁(동시),2022-07-20,2022-07-20~2022-12-23,국가기관,방위사업청,미래전력사업국제확정계약팀,고예숙,국가기관,방위사업청,guns n works max throttle
KD22BD0HP03,S/P FOR NAVAL FIREPOWER SYSTEMS,외자,단가제(최저가),일반경쟁,2022-07-20,2022-07-20~2024-03-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김유라,국가기관,방위사업청,ATLAS Naval Engineering Company Ltd.
KD21AD0HQ02,S/P FOR 500MD,외자,총액제,일반경쟁,2022-07-21,2022-07-21~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,임우정,국가기관,방위사업청,CUSTOM AERONAUTICAL SUPPORT
KD22AB0BP01,AW-159 헬기 부품정비,외자,내역입찰(최저가),수의계약,2022-07-21,2022-07-21~2024-12-14,국가기관,방위사업청,기반전력사업국제계약팀,이우용,국가기관,방위사업청,Leonardo UK Ltd
KD22CD0HG14,S/P FOR SUBMARINE,외자,단가제(최저가),일반경쟁,2022-07-21,2022-07-21~2024-06-30,국가기관,방위사업청,미래전력사업국제확정계약팀,주홍길,국가기관,방위사업청,
KD22CD0HG15,S/P FOR SUBMARINE,외자,단가제(최저가),일반경쟁,2022-07-21,2022-07-21~2024-06-30,국가기관,방위사업청,미래전력사업국제확정계약팀,주홍길,국가기관,방위사업청,
KD22CD0HG16,S/P FOR SUBMARINE,외자,단가제(최저가),일반경쟁,2022-07-21,2022-07-21~2024-06-30,국가기관,방위사업청,미래전력사업국제확정계약팀,주홍길,국가기관,방위사업청,
KD22CD0HG24,S/P FOR SUBMARINE,외자,단가제(최저가),일반경쟁,2022-07-21,2022-07-21~2024-06-30,국가기관,방위사업청,미래전력사업국제확정계약팀,주홍길,국가기관,방위사업청,"Metis Co., Ltd"
KD23AM0BA01,22'~25 AS-332 기관 부품구매,외자,내역입찰(최저가),수의계약,2022-07-21,2022-07-21~2025-11-30,국가기관,방위사업청,기반전력사업국제계약팀,변성훈,국가기관,방위사업청,Safran Helicopter Engines Asia
KD23AM0BP02,22-'24 KT-1기체부품구매,외자,내역입찰(최저가),수의계약,2022-07-21,2022-07-21~2024-12-30,국가기관,방위사업청,기반전력사업국제계약팀,최용규,국가기관,방위사업청,"MARTIN-BAKER AIRCRAFT CO.,LTD."
KD22AD0HP02,S/P FOR AIRCRAFT,외자,총액제,일반경쟁,2022-07-22,2022-07-22~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김성민,국가기관,방위사업청,"Pilotshop Co., Inc."
KD22BD0HP08,S/P FOR NAVAL FIREPOWER SYSTEMS,외자,총액제,일반경쟁,2022-07-22,2022-07-22~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김유라,국가기관,방위사업청,HAE-SUNG TRADING COMPANY
KD21MD0HP01,S/P FOR CHEMICAL,외자,총액제,일반경쟁,2022-07-25,2022-07-25~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김태민,국가기관,방위사업청,Nano-Tech Aviation Limited
KD21AD0HP03,S/P FOR AH-1S,외자,총액제,일반경쟁,2022-07-26,2022-07-26~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김재희,국가기관,방위사업청,SUNGHAN AERO INDUSTRIES CORP.
KD22BD0HP06,S/P FOR NAVAL FIREPOWER SYSTEMS,외자,단가제(최저가),일반경쟁,2022-07-26,2022-07-26~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김유라,국가기관,방위사업청,INTEGRATED PROCUREMENT TECHNOLOGIES INC
KD23AB0BA02,22~'26 KC-330 해외정비 한도액계약,외자,내역입찰(최저가),수의계약,2022-07-26,2022-07-26~2026-10-30,국가기관,방위사업청,기반전력사업국제계약팀,변성훈,국가기관,방위사업청,AIRBUS DEFENCE AND SPACE SA
KD21AB0BO07,Repair BOA for M65 APX72,외자,내역입찰(최저가),수의계약,2022-07-27,2022-07-27~2023-11-30,국가기관,방위사업청,기반전력사업국제계약팀,김동환,국가기관,방위사업청,AEROMETALS
KD21AM0BP01,S/P for  500MD,외자,리스입찰,수의계약,2022-07-27,2022-07-27~2023-12-20,국가기관,방위사업청,기반전력사업국제계약팀,김동환,국가기관,방위사업청,AEW COMPANY
KD21DD0HP02,S/P FOR COMMUNICATION EQUIPMENT,외자,단가제(최저가),일반경쟁,2022-07-27,2022-07-27~2023-02-01,국가기관,방위사업청,미래전력사업국제확정계약팀,최인선,국가기관,방위사업청,HAE-SUNG TRADING COMPANY
KD21ED0HP03,S/P FOR GENERAL EQUIPMENT,외자,단가제(최저가),일반경쟁,2022-07-27,2022-07-27~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,이영수,국가기관,방위사업청,HAE-SUNG TRADING COMPANY
KD21GD0HS03,S/P FOR MOBILE EQP T,외자,단가제(최저가),일반경쟁,2022-07-27,2022-07-27~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,최인선,국가기관,방위사업청,HAE-SUNG TRADING COMPANY
KD22AD0HP10,S/P FOR AIRCRAFT,외자,단가제(최저가),일반경쟁,2022-07-27,2022-07-27~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김성민,국가기관,방위사업청,"Metis Co., Ltd"
KD22AD0HP11,S/P FOR AIRCRAFT,외자,단가제(최저가),일반경쟁,2022-07-27,2022-07-27~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김성민,국가기관,방위사업청,TAESANG GLOBAL
KD22AD0HP12,S/P FOR AIRCRAFT,외자,단가제(최저가),일반경쟁,2022-07-27,2022-07-27~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김성민,국가기관,방위사업청,TAESANG GLOBAL
KD22AD0HP13,S/P FOR AIRCRAFT,외자,단가제(최저가),일반경쟁,2022-07-27,2022-07-27~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김성민,국가기관,방위사업청,SeMun Trading Co.
KD22AD0HP16,S/P FOR AIRCRAFT,외자,단가제(최저가),일반경쟁,2022-07-27,2022-07-27~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김성민,국가기관,방위사업청,INTEGRATED PROCUREMENT TECHNOLOGIES INC
KD22AD0HP21,S/P FOR AIRCRAFT,외자,총액제,일반경쟁,2022-07-27,2022-07-27~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김성민,국가기관,방위사업청,HAE-SUNG TRADING COMPANY
KD23AM0BP03,22-'24 T-50/KT-1 CAD/PAD 부품구매(M/B),외자,내역입찰(최저가),수의계약,2022-07-27,2022-07-27~2024-09-30,국가기관,방위사업청,기반전력사업국제계약팀,최용규,국가기관,방위사업청,"MARTIN-BAKER AIRCRAFT CO.,LTD."
KD21ED0HP05,S/P FOR GENERAL EQUIPMENT,외자,총액제,일반경쟁,2022-07-28,2022-07-28~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,이영수,국가기관,방위사업청,Nano-Tech Aviation Limited
KD21ED0HP09,S/P FOR GENERAL EQUIPMENT,외자,총액제,일반경쟁,2022-07-28,2022-07-28~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,이영수,국가기관,방위사업청,SMTrading
KD21ED0HR11,S/P FOR GENERAL EQUIPMENT,외자,총액제,일반경쟁,2022-07-28,2022-07-28~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,이영수,국가기관,방위사업청,SMTrading
KD21FD0HP17,S/P FOR ANTI AIR EQP'T,외자,총액제,일반경쟁,2022-07-28,2022-07-28~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김태민,국가기관,방위사업청,"KONECT WORLD CO., LTD."
KD21GD0HS04,S/P FOR MOBILE EQP'T,외자,단가제(최저가),일반경쟁,2022-07-28,2022-07-28~2023-02-01,국가기관,방위사업청,미래전력사업국제확정계약팀,최인선,국가기관,방위사업청,HAE-SUNG TRADING COMPANY
KD23AA5PP03,"Test Set, Guided Missile",외자,총액제,2단계경쟁(동시),2022-07-28,2022-07-28~2024-07-31,국가기관,방위사업청,항공기총괄계약팀,김철회,국가기관,방위사업청,"GB International, Inc"
KD21FD0HP07,S/P FOR ANTI AIR EQP'T,외자,총액제,일반경쟁,2022-07-29,2022-07-29~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김태민,국가기관,방위사업청,ITS Enterprise Corp.
KD21FD0HP12,S/P FOR ANTI AIR EQP'T,외자,단가제(최저가),일반경쟁,2022-07-29,2022-07-29~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김태민,국가기관,방위사업청,HAE-SUNG TRADING COMPANY
KD21FD0HP16,S/P FOR ANTI AIR EQP'T,외자,단가제(최저가),일반경쟁,2022-07-29,2022-07-29~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김태민,국가기관,방위사업청,Wilko Aero
KD22CD0HG29,S/P FOR SUBMARINE,외자,단가제(최저가),일반경쟁,2022-07-29,2022-07-29~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,주홍길,국가기관,방위사업청,ATLAS Naval Engineering Company Ltd.
KD21BB0BP01,22 Repair for EOD Robot,외자,내역입찰(최저가),수의계약,2022-08-01,2022-08-01~2023-11-30,국가기관,방위사업청,기반전력사업국제계약팀,이수경,국가기관,방위사업청,Telerob Gesellschaft Fur Fernhantierungstechnik mbH
KD21ED0HR01,S/P FOR GENERAL EQUIPMENT,외자,총액제,일반경쟁,2022-08-01,2022-08-01~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,이영수,국가기관,방위사업청,ITS Enterprise Corp.
KD22JO0HP04,EQUIPMENT FUEL,외자,단가제(최저가),일반경쟁,2022-08-01,2022-08-01~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김유라,국가기관,방위사업청,"FAR EAST TRADING COMPANY, INC."
KD23AM0BP04,22~'25 B-412 부품구매 한도액계약,외자,내역입찰(최저가),수의계약,2022-08-01,2022-08-01~2025-11-30,국가기관,방위사업청,기반전력사업국제계약팀,변성훈,국가기관,방위사업청,BELL TEXTRON ASIA(PTE) LTD
KD21AA5KP01,GPS 화물낙하산 사업(GPS Guidance Cargo Parachute),외자,단가제(최저가),수의계약,2022-08-02,2022-08-02~2023-12-01,국가기관,방위사업청,기동총괄계약팀,김슬기,국가기관,방위사업청,"Wamore, Inc"
KD23SE0BP01,22~'24 PAR(RP-5GI/M) 기술용역,외자,내역입찰(최저가),수의계약,2022-08-02,2022-08-02~2024-06-30,국가기관,방위사업청,기반전력사업국제계약팀,최용규,국가기관,방위사업청,"T-CZ, a.s."
KD21AD0HR31,S/P FOR UH-60,외자,총액제,일반경쟁,2022-08-03,2022-08-03~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,이영수,국가기관,방위사업청,ITS Enterprise Corp.
KD21AM0BP02,육군 AH-1S 무장무전 부품구매,외자,내역입찰(최저가),수의계약,2022-08-03,2022-08-03~2023-11-30,국가기관,방위사업청,기반전력사업국제계약팀,최준영,국가기관,방위사업청,AEROMETALS
KD21ED0HP06,S/P FOR GENERAL EQUIPMENT,외자,총액제,일반경쟁,2022-08-03,2022-08-03~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,이영수,국가기관,방위사업청,ITS Enterprise Corp.
KD21ED0HP07,S/P FOR GENERAL EQUIPMENT,외자,총액제,일반경쟁,2022-08-03,2022-08-03~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,이영수,국가기관,방위사업청,ITS Enterprise Corp.
KD21ED0HP13,S/P FOR GENERAL EQUIPMENT,외자,총액제,일반경쟁,2022-08-03,2022-08-03~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,이영수,국가기관,방위사업청,HWAIL COMPANY
KD21FD0HR01,S/P FOR ANTI AIR EQP'T,외자,단가제(최저가),일반경쟁,2022-08-03,2022-08-03~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김태민,국가기관,방위사업청,"R&M Tech, Inc."
KD21FD0HR02,S/P FOR ANTI AIR EQP'T,외자,총액제,일반경쟁,2022-08-03,2022-08-03~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김태민,국가기관,방위사업청,ITS Enterprise Corp.
KD21AD0HP08,S/P FOR AH-1S,외자,총액제,일반경쟁,2022-08-04,2022-08-04~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김재희,국가기관,방위사업청,ITS Enterprise Corp.
KD21AD0HP22,S/P FOR AH-1S,외자,단가제(최저가),일반경쟁,2022-08-04,2022-08-04~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김재희,국가기관,방위사업청,HAE-SUNG TRADING COMPANY
KD21AD0HR04,S/P FOR BO-105,외자,총액제,일반경쟁,2022-08-04,2022-08-04~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,이영수,국가기관,방위사업청,ITS Enterprise Corp.
KD21AD0HR37,S/P FOR UH-60,외자,총액제,일반경쟁,2022-08-04,2022-08-04~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,이영수,국가기관,방위사업청,ITS Enterprise Corp.
KD21AD0HR64,S/P FOR CH-47D,외자,총액제,일반경쟁,2022-08-04,2022-08-04~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,이영수,국가기관,방위사업청,ITS Enterprise Corp.
KD21AD0HS51,S/P FOR ARMY HELICOPTER,외자,총액제,일반경쟁,2022-08-04,2022-08-04~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,이영수,국가기관,방위사업청,ITS Enterprise Corp.
KD21DD0HP05,S/P FOR COMMUNICATION EQUIPMENT,외자,총액제,일반경쟁,2022-08-04,2022-08-04~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,최인선,국가기관,방위사업청,"BEBESTO Co.,LTD"
KD23AB0BP06,22~'26 C130H/CN-235 자체보호장비 부품정비(B),외자,내역입찰(최저가),수의계약,2022-08-04,2022-08-04~2027-12-31,국가기관,방위사업청,기반전력사업국제계약팀,변성훈,국가기관,방위사업청,ELBIT SYSTEMS EW AND SIGINT-ELISRA
KD21AD0HQ09,S/P FOR 500MD,외자,단가제(최저가),일반경쟁,2022-08-05,2022-08-05~,국가기관,방위사업청,미래전력사업국제확정계약팀,임우정,국가기관,방위사업청,JP International
KD21AD0HR01,S/P FOR BO-105,외자,총액제,일반경쟁,2022-08-05,2022-08-05~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,이영수,국가기관,방위사업청,CUSTOM AERONAUTICAL SUPPORT
KD21FD0HP14,S/P FOR ANTI AIR EQP'T,외자,단가제(최저가),일반경쟁,2022-08-05,2022-08-05~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김태민,국가기관,방위사업청,"R&M Tech, Inc."
KD22AB0BP02,UAV(S-100) 항공기 부품정비,외자,내역입찰(최저가),수의계약,2022-08-08,2022-08-08~2024-12-13,국가기관,방위사업청,기반전력사업국제계약팀,이영민,국가기관,방위사업청,Schiebel Aircraft GmbH
KD22JO0HP01,EQUIPMENT FUEL,외자,총액제,일반경쟁,2022-08-08,2022-08-08~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김유라,국가기관,방위사업청,"HN Co., Ltd."
KD23FD0HP01,S/P FOR RADAR,외자,단가제(최저가),일반경쟁,2022-08-08,2022-08-08~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김유라,국가기관,방위사업청,"AMKO ENTERPRISE, INC"
KD23AB0BA03,22-'24 새매POD 해외정비 한도액계약,외자,내역입찰(최저가),수의계약,2022-08-09,2022-08-09~2024-11-30,국가기관,방위사업청,기반전력사업국제계약팀,정하윤,국가기관,방위사업청,Elbit Systems Electro-Optics Elop Ltd.
KD21ED0HP15,S/P FOR GENERAL EQUIPMENT,외자,단가제(최저가),일반경쟁,2022-08-10,2022-08-10~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,이영수,국가기관,방위사업청,"ATEMA Co., Ltd."
KD22BD0HP02,S/P FOR NAVAL FIREPOWER SYSTEMS,외자,총액제,일반경쟁,2022-08-10,2022-08-10~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김유라,국가기관,방위사업청,RUTC
KD22CD0HG30,S/P FOR SUBMARINE,외자,단가제(최저가),일반경쟁,2022-08-10,2022-08-10~2024-03-30,국가기관,방위사업청,미래전력사업국제확정계약팀,주홍길,국가기관,방위사업청,ATLAS Naval Engineering Company Ltd.
KD22CD0HG31,S/P FOR SUBMARINE,외자,단가제(최저가),일반경쟁,2022-08-10,2022-08-10~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,주홍길,국가기관,방위사업청,ATLAS Naval Engineering Company Ltd.
KD21AD0HR08,S/P FOR BO-105,외자,단가제(최저가),일반경쟁,2022-08-11,2022-08-11~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,이영수,국가기관,방위사업청,HAE-SUNG TRADING COMPANY
KD21AD0HR11,S/P FOR BO-105,외자,총액제,일반경쟁,2022-08-11,2022-08-11~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,이영수,국가기관,방위사업청,HAE-SUNG TRADING COMPANY
KD21AD0HR35,S/P FOR UH-60,외자,총액제,일반경쟁,2022-08-11,2022-08-11~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,이영수,국가기관,방위사업청,JP International
KD21AD0HR38,S/P FOR UH-60,외자,단가제(최저가),일반경쟁,2022-08-11,2022-08-11~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,이영수,국가기관,방위사업청,TAESANG GLOBAL
KD21AD0HR41,S/P FOR UH-60,외자,단가제(최저가),일반경쟁,2022-08-11,2022-08-11~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,이영수,국가기관,방위사업청,HAE-SUNG TRADING COMPANY
KD21AD0HT05,S/P FOR UH-1H,외자,총액제,일반경쟁,2022-08-11,2022-08-11~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,이영수,국가기관,방위사업청,HAE-SUNG TRADING COMPANY
KD21ED0HP10,S/P FOR GENERAL EQUIPMENT,외자,단가제(최저가),일반경쟁,2022-08-11,2022-08-11~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,이영수,국가기관,방위사업청,Nano-Tech Aviation Limited
KD21ED0HP11,S/P FOR GENERAL EQUIPMENT,외자,단가제(최저가),일반경쟁,2022-08-11,2022-08-11~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,이영수,국가기관,방위사업청,HWAIL COMPANY
KD21ED0HR06,S/P FOR GENERAL EQUIPMENT,외자,단가제(최저가),일반경쟁,2022-08-11,2022-08-11~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,이영수,국가기관,방위사업청,ITS Enterprise Corp.
KD21GD0HS06,S/P FOR MOBILE EQP'T,외자,단가제(최저가),일반경쟁,2022-08-11,2022-08-11~2023-03-28,국가기관,방위사업청,미래전력사업국제확정계약팀,최인선,국가기관,방위사업청,Coin-Tech.co
KD21JO0HP01,EQUIPMENT FUEL,외자,단가제(최저가),일반경쟁,2022-08-11,2022-08-11~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김유라,국가기관,방위사업청,JW International
KD21MD0HP02,S/P FOR CHEMICAL,외자,단가제(최저가),일반경쟁,2022-08-11,2022-08-11~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김태민,국가기관,방위사업청,"ATEMA Co., Ltd."
KD22AD0HP09,S/P FOR AIRCRAFT,외자,단가제(최저가),일반경쟁,2022-08-11,2022-08-11~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김성민,국가기관,방위사업청,"Metis Co., Ltd"
KD22AD0HP18,S/P FOR AIRCRAFT,외자,총액제,일반경쟁,2022-08-11,2022-08-11~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김성민,국가기관,방위사업청,"AMKO ENTERPRISE, INC"
KD22AD0HP19,S/P FOR AIRCRAFT,외자,단가제(최저가),일반경쟁,2022-08-11,2022-08-11~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김성민,국가기관,방위사업청,"AMKO ENTERPRISE, INC"
KD22AD0HP22,S/P FOR AIRCRAFT,외자,단가제(최저가),일반경쟁,2022-08-11,2022-08-11~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김성민,국가기관,방위사업청,"HN Co., Ltd."
KD22BD0HP07,S/P FOR NAVAL FIREPOWER SYSTEMS,외자,단가제(최저가),일반경쟁,2022-08-11,2022-08-11~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김유라,국가기관,방위사업청,"AMKO ENTERPRISE, INC"
KD22CD0HG08,S/P FOR SUBMARINE,외자,총액제,일반경쟁,2022-08-11,2022-08-11~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,주홍길,국가기관,방위사업청,Nano-Tech Aviation Limited
KD22CD0HG23,S/P FOR SUBMARINE,외자,단가제(최저가),일반경쟁,2022-08-11,2022-08-11~2024-06-30,국가기관,방위사업청,미래전력사업국제확정계약팀,주홍길,국가기관,방위사업청,"Safran Electronics & Defense Korea Co., Ltd."
KD22CD0HG28,S/P FOR SUBMARINE,외자,총액제,일반경쟁,2022-08-11,2022-08-11~2023-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,주홍길,국가기관,방위사업청,HWAIL COMPANY
