집행예정월,판단번호,대표품명,집행유형,계약방법,집행기관,예산금액,입찰방법,진행상태,담당자명
2023-07-31,DABB3300001,RC-2000B 부품정비,장비정비,수의계약,기반전력사업국제계약팀,1329401424.6,,계약,이송이
2023-07-31,DAMB3005001,E-737 부품구매,한도액부품,수의계약,기반전력사업국제계약팀,2265745293,,계약,장혜진
2023-07-31,DAMB3499001,F-5/F-50/KT-1 CAD/PAD(사출장비) 부품구매,한도액부품,수의계약,기반전력사업국제계약팀,16843469460,,계약,최용규
2023-07-31,DAMB3007001,RC-2000B 부품구매,한도액부품,수의계약,기반전력사업국제계약팀,9681591500.1,,계약,장혜진
2023-07-31,DAMB3008001,새매 POD 부품구매,한도액부품,수의계약,기반전력사업국제계약팀,4162899905.1,,계약,이수경
2023-07-31,DABB3006001,E-737 부품정비,장비정비,수의계약,기반전력사업국제계약팀,3063962411.4,,계약,장혜진
2023-08-11,WAAQ3001002,"주유펌프, 수동식",장비,2단계경쟁(동시),헬기총괄계약팀,18576000,총액제,계약,강준혁
2023-08-11,WAAQ3002002,NVG 퍼징장비,장비,2단계경쟁(동시),헬기총괄계약팀,28380000,총액제,계약,강준혁
2023-08-30,DAMB3011001,HARPY 부품구매,한도액부품,수의계약,기반전력사업국제계약팀,428059655.1,,계약,이수경
2023-08-31,PBAH3023002,화력정비장비,장비,수의계약,미래전력사업국제확정계약팀,6648360384.6,총액제,계약,최한울
2023-08-31,DAMB3001001,B-737 부품구매,한도액부품,수의계약,기반전력사업국제계약팀,1059369878.4,,계약,장혜진
2023-08-31,PABB3026001,P-3 항공기 부품정비,장비정비,수의계약,기반전력사업국제계약팀,7859369750.1,,계약,이우용
2023-08-31,PBAH3023001,폭발물탐지기(폭약성분분석기),장비,2단계경쟁(분리),미래전력사업국제확정계약팀,434252700,총액제,계약,최한울
2023-09-13,DAAP3010001,20MM 실탄보급기,장비,2단계경쟁(동시),항공기총괄계약팀,12585240000,총액제,계약,김현승
2023-09-29,PLAK3004002,50톤 유압기중기(험지형),장비,2단계경쟁(동시),기동총괄계약팀,1807290000,총액제,2차공고중,경희연
2023-09-30,BKAH3024002,PORTABLE METAL CUTTING IGNITER AND CARTRIDGE,장비,2단계경쟁(동시),미래전력사업국제확정계약팀,520742710.8,단가제,2차공고중,김태연
2023-09-30,DSEB3948001,T-50 기관 기술지원,기술용역,수의계약,기반전력사업국제계약팀,1709035576.2,총액제,계약,변성훈
2023-10-01,PDDH3045004,해군통신부품,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,5892273350.4,단가제,2차공고중,김학성
2023-10-01,BBDH3043004,화력장비 부품,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,2451191590.8,단가제,2차공고중,박아름
2023-10-01,BADH3056002,500MD부품,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,1742190162.9,단가제,2차공고중,임우정
2023-10-01,BADH3039004,AH-1S 부속,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,1029507732.9,단가제,2차공고중,주홍길
2023-10-01,BJOH3053002,장비연료,기름(연료),일반경쟁,미래전력사업국제확정계약팀,242588112,단가제,부분계약,윤효주
2023-10-01,WJOH3050002,장비연료,기름(연료),일반경쟁,미래전력사업국제확정계약팀,7314300,단가제,1차공고중,박보영
2023-10-01,DJOH3054004,장비연료,기름(연료),일반경쟁,미래전력사업국제확정계약팀,3830955621.6,단가제,부분계약,임우정
2023-10-01,BBDH3047004,화력장비 부품,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,10580768856,단가제,2차공고중,박아름
2023-10-01,PADH3044004,항공부품,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,3357883725.6,단가제,2차공고중,박서정
2023-10-01,BBDH3043002,화력장비 부품,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,4842208.5,단가제,2차공고중,박아름
2023-10-01,PCDH3054002,해군함정부품,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,1166060515.2,단가제,2차공고중,김웅호
2023-10-01,PDDH3045002,해군통신부품,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,537140236.2,단가제,2차공고중,김학성
2023-10-01,DADH3043004,항공부품,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,6836481342.6,단가제,2차공고중,박서정
2023-10-01,DADH3045004,항공부품,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,438904452.9,단가제,2차공고중,김학성
2023-10-01,BEDH3043002,일반장비부속,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,209110818.9,단가제,2차공고중,박보영
2023-10-01,BGDH3043002,육군기동부속,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,135695848.2,단가제,2차공고중,박아름
2023-10-01,DADH3045002,항공부품,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,82140492,단가제,2차공고중,김학성
2023-10-01,DFDH3045004,방공관제 레이다 부품구매,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,428338501.5,단가제,1차공고중,김학성
2023-10-01,PCDH3043002,잠수함 부품구매,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,1899838366.8,단가제,2차공고중,박서정
2023-10-01,PCDH3043004,잠수함 부품구매,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,9028050539.1,단가제,2차공고중,박서정
2023-10-01,BADH3056004,500MD부품,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,263698858.8,단가제,1차공고중,임우정
2023-10-01,BADH3039002,AH-1S 부속,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,236525860.2,단가제,2차공고중,주홍길
2023-10-01,BDDH3043002,통신부품,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,67000097.4,단가제,1차공고중,박아름
2023-10-01,BADH3040002,육군 헬기부품,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,606012433.2,단가제,2차공고중,이지원
2023-10-01,DJOH3054002,장비연료,기름(연료),일반경쟁,미래전력사업국제확정계약팀,697223070,단가제,부분계약,임우정
2023-10-01,DFDH3045002,방공관제 레이다 부품구매,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,321911127.9,단가제,2차공고중,김학성
2023-10-01,BFDH3052002,방공부속,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,323522312.1,단가제,2차공고중,윤효주
2023-10-01,PJOH3050002,장비연료,기름(연료),일반경쟁,미래전력사업국제확정계약팀,175505841.6,단가제,부분계약,박보영
2023-10-02,BADH3040004,육군 헬기부품,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,313137180,단가제,2차공고중,이지원
2023-10-02,PADH3045004,항공부품,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,251090037.6,단가제,2차공고중,장윤호
2023-10-02,PBDH3046002,해군화력부품,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,529096260.6,단가제,2차공고중,장윤호
2023-10-02,PBDH3046004,해군화력부품,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,455676568.5,단가제,2차공고중,장윤호
2023-10-02,PADH3045002,항공부품,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,253331915.7,단가제,2차공고중,장윤호
2023-10-16,DADH3026002,KC-330 예비 엔진,(확정)부품,수의계약,미래전력사업국제확정계약팀,52885985997,총액제,계약,김미진
2023-10-19,DAHB3001002,F100 엔진 성과기반군수지원 사업,기타,수의계약,기반전력사업국제계약팀,5.00E+11,총액제,계약,심정록
2023-10-31,BFAH3022002,휴대용 전자기파 탐지 장비,장비,2단계경쟁(동시),미래전력사업국제확정계약팀,579999480,총액제,3차공고중,김태연
2023-10-31,DAEB3966001,E-737 기술지원,기술용역,수의계약,기반전력사업국제계약팀,1.15E+11,총액제,계약,이수경
2023-10-31,BGDH3073002,육군 궤도장비부품,(확정)부품,일반경쟁,미래전력사업국제확정계약팀,477564114.6,단가제,1차공고중,박아름
2023-10-31,PCAW3001002,장보고-III BATCH-I 정비대체장비(IFEX 소화장치),장비,수의계약,한국형잠수함총괄계약팀,21027000,총액제,판단중,김미선
2023-11-27,PCAA3001002,LINK-22 시스템네트워크통제 SW,장비,수의계약,북미지역협력담당관,4487001311.1,총액제,계약,박세민
2023-11-30,BBBB3958001,대포병탐지레이더(ARTHUR-K) 부품 정비,장비정비,수의계약,기반전력사업국제계약팀,1076347323.3,,계약,김동환
2023-11-30,BAMB3033001,무인항공기 수리부속,한도액부품,수의계약,기반전력사업국제계약팀,110133479.1,,계약,김동환
2023-11-30,BABB3029001,소형정찰헬기(BO-105) 부품 정비,장비정비,수의계약,기반전력사업국제계약팀,338420831.7,,계약,김동환
2023-11-30,DABB3200001,RC-800 기체 부품정비,장비정비,수의계약,기반전력사업국제계약팀,3472211033.4,,계약,이송이
2023-11-30,DFEB3953001,탄도유도탄 조기경보레이더 기술지원,기술용역,수의계약,기반전력사업국제계약팀,2983629390,총액제,계약,이수경
2023-11-30,WBBB3911001,스파이크 발사장치 부품정비,장비정비,수의계약,기반전력사업국제계약팀,263859283.2,,계약,정수진
2023-11-30,PCAW3012002,장보고-Ⅲ BATCH-ⅠS/E(전자전체계용),장비,2단계경쟁(동시),한국형잠수함총괄계약팀,4422504420,총액제,계약,박찬미
2023-11-30,BABB3031001,무장/무전기 부품정비,장비정비,수의계약,기반전력사업국제계약팀,1806509098.5,,계약,김동환
2023-11-30,BABB3032001,M65/APX-72 구성품 국외정비,장비정비,수의계약,기반전력사업국제계약팀,565989164.1,,계약,김동환
2023-11-30,BAMB3034001,UH-60 부품구매 한도액계약,한도액부품,수의계약,기반전력사업국제계약팀,17125741520,,계약,김동환
2023-11-30,DAEB3914001,F-15K ASIP,기술용역,수의계약,기반전력사업국제계약팀,2120166148.5,총액제,계약,이수경
2023-11-30,BABB3030001,AH-1S 부품정비,장비정비,수의계약,기반전력사업국제계약팀,989611954.5,,계약,김동환
2023-12-01,PCEB3970001,127MM 기술용역,기술용역,수의계약,기반전력사업국제계약팀,2133906764.1,총액제,계약,남도휘
2023-12-05,BDBB3027001,지상감시레이더 부품정비,장비정비,수의계약,기반전력사업국제계약팀,107328000,,계약,김동환
2023-12-05,DAAP3012002,대형수송기 2차,장비,일반경쟁,항공기총괄계약팀,7.35E+11,총액제,계약,김현승
2023-12-06,BABB3028001,500MD 부품정비,장비정비,수의계약,기반전력사업국제계약팀,920547405.6,,계약,김동환
2023-12-06,WRHB3100001,아소 대포병레이더 성과기반군수지원 사업,기타,수의계약,기반전력사업국제계약팀,1.06E+11,단가제,계약,심정록
2023-12-10,PAEB1006001,수중생환 훈련장비 기술용역,기술용역,수의계약,기반전력사업국제계약팀,89837660,단가제,판단중,남도휘
2023-12-10,PAEB3201001,P-3CK RADAR 시험기 기술용역,기술용역,수의계약,기반전력사업국제계약팀,97758780,총액제,계약,김요나
2023-12-10,PDEB3495001,전자정보수집장비 기술용역,기술용역,수의계약,기반전력사업국제계약팀,392282550,총액제,계약,남도휘
2023-12-10,PDEB3902001,소해함용 음탐기 기술용역,기술용역,수의계약,기반전력사업국제계약팀,905324670.3,총액제,계약,김요나
2023-12-15,PAEB3915001,해상초계기(P-3) 탑재장비 기술용역,기술용역,수의계약,기반전력사업국제계약팀,1196151210,총액제,계약,김요나
2023-12-19,DFAP3011001,패트리어트 레이더/발사대 탑재차량(15톤),장비,2단계경쟁(동시),항공기총괄계약팀,6838290000,총액제,2차공고중,류춘근
2023-12-20,PCEB3001001,도산안창호급 잠수함 레이더 기술용역,기술용역,수의계약,기반전력사업국제계약팀,106364769.9,총액제,계약,김요나
2023-12-22,DAAH3048001,항공표적 절단기,장비,2단계경쟁(동시),미래전력사업국제확정계약팀,47966070,단가제,2차공고중,허윤미
2023-12-25,DAAH3027002,"정비대, 항공기엔진 부속품용",장비,2단계경쟁(동시),미래전력사업국제확정계약팀,4524966101.4,총액제,계약,김태연
2023-12-25,BNCH3072004,패스트로프,물자,일반경쟁,미래전력사업국제확정계약팀,338083200,단가제,2차공고중,김태연
2023-12-25,BNCH3026004,패스트로프,물자,일반경쟁,미래전력사업국제확정계약팀,40473750,단가제,2차공고중,김태연
2023-12-29,BBMB3200001,K-9 자주포 엔진 부품구매 한도액계약,한도액부품,수의계약,기반전력사업국제계약팀,2829029907.6,,계약,이정수
2023-12-29,PAAH3035002,"대공유도탄사격지원체계(무인항공기, 시뮬레이터)",장비,2단계경쟁(동시),미래전력사업국제확정계약팀,763389750,총액제,계약,신승환
2023-12-29,PCEB3972002,수중무인탐사기(ROV) 엄빌리컬 케이블 기술용역,기술용역,수의계약,기반전력사업국제계약팀,321078420,총액제,계약,이우용
2023-12-29,DKAL3010001,MK-84 탄체(F275),장비,2단계경쟁(동시),화력총괄계약팀,17113290930,총액제,2차공고중,최미영
2023-12-29,PABB3951001,LYNX 기체통신 부품정비,장비정비,수의계약,기반전력사업국제계약팀,17272213976,,계약,이우용
2023-12-29,PABB3025001,CARAVAN-Ⅱ 항공기 부품정비,장비정비,수의계약,기반전력사업국제계약팀,638043597.6,,계약,김요나
2023-12-29,PKCH3041001,5.56밀리 파쇄탄,물자,2단계경쟁(동시),미래전력사업국제확정계약팀,70034100,단가제,계약,허윤미
2023-12-29,BEAH3036001,지뢰제거장비,장비,2단계경쟁(동시),미래전력사업국제확정계약팀,5744995650,총액제,계약,박경구
2023-12-29,DKAL3014002,25MM기총실탄(FAP),장비,수의계약,화력총괄계약팀,7530561276,총액제,계약,최미영
2023-12-29,DKAL3009001,AIM-9L/I-1,장비,수의계약,화력총괄계약팀,26436994000,총액제,계약,최미영
2023-12-29,PKAL3007001,기뢰처리폭약,장비,2단계경쟁(동시),화력총괄계약팀,4573658880,총액제,계약,김영선
2023-12-29,WKAL3002001,스파이크 유도탄(해병대용),장비,수의계약,화력총괄계약팀,10280680800,총액제,계약,최미영
2023-12-29,PNCH3034001,구명대,물자,2단계경쟁(동시),미래전력사업국제확정계약팀,85129525.2,총액제,계약,허윤미
2023-12-29,PCEB3002001,함정용 대공레이더(SMART-L) 기술용역,기술용역,수의계약,기반전력사업국제계약팀,201565505.7,총액제,계약,이영민
2023-12-29,PKAL3015001,127MM근접고폭탄(HE-VT),장비,2단계경쟁(동시),화력총괄계약팀,3106187000,총액제,계약,김영선
2023-12-29,PKAL3002001,폭발식 절단기(뇌관포함),장비,2단계경쟁(동시),화력총괄계약팀,6532753500,총액제,계약,최미영
2023-12-29,PDAH3035001,수중음속측정기,장비,수의계약,미래전력사업국제확정계약팀,1226730660,총액제,계약,최한울
2023-12-29,PCBB3904001,도산안창호급 잠수함 전자전장비 부품정비,장비정비,수의계약,기반전력사업국제계약팀,203897116.2,,계약,남도휘
2023-12-29,PCBH3035002,잠수함 긴급부상장치 부품구매,장비정비,수의계약,미래전력사업국제확정계약팀,1375284480,총액제,판단완료,허윤미
2023-12-29,DAAH3060001,신형 공군 2호기 자체보호장비,장비,일반경쟁,미래전력사업국제확정계약팀,39129570000,총액제,계약,김미진
2023-12-29,BKAL3001001,K-9 자주포 둔감뇌관 (DM191A1),장비,수의계약,화력총괄계약팀,6433017150,총액제,계약,최미영
2023-12-29,WKAL3001001,K-9 자주포 둔감뇌관 (DM191A1),장비,수의계약,화력총괄계약팀,685377000,총액제,계약,최미영
2023-12-29,PAEB3500001,AW-159 전자전 지원장비 기술용역,기술용역,수의계약,기반전력사업국제계약팀,1156593360,총액제,계약,남도휘
2023-12-29,PCBB3023001,대공유도탄 사격지원체계 부품정비,장비정비,수의계약,기반전력사업국제계약팀,414398052,,계약,이우용
2023-12-29,PCBB3020001,수중음파탐지기(NAVIGATOR) 부품정비,장비정비,수의계약,기반전력사업국제계약팀,363404610,,판단완료,이우용
2023-12-29,BBAH3037001,저격용소총표적획득장비,장비,2단계경쟁(동시),미래전력사업국제확정계약팀,698105146.2,총액제,계약,김태연
2023-12-29,DKAL3005001,공탄체,장비,2단계경쟁(동시),화력총괄계약팀,10638268800,총액제,계약,최미영
2023-12-29,PAMB3001001,무인항공기 수리부속,한도액부품,수의계약,기반전력사업국제계약팀,1415151891.3,,계약,이영민
2023-12-29,PABB3200001,무인항공기 부품정비,장비정비,수의계약,기반전력사업국제계약팀,716763345,,계약,이영민
2023-12-29,PKCH057001,보조엔진 소화용 카트리지,물자,2단계경쟁(동시),미래전력사업국제확정계약팀,40989879,단가제,계약,최한울
2023-12-29,PBEB3904001,스파이크 유도탄 기술용역,기술용역,수의계약,기반전력사업국제계약팀,378745290,총액제,계약,이우용
2023-12-29,BKCH3040001,구경50 저격소총용 보통탄,물자,2단계경쟁(동시),미래전력사업국제확정계약팀,339311280,단가제,2차공고중,허윤미
2023-12-29,PLAK3009002,100톤 유압기중기,장비,2단계경쟁(동시),기동총괄계약팀,1290000000,총액제,2차공고중,김만근
2023-12-29,PKAL3001001,스파이크 유도탄(해상작전헬기용),장비,수의계약,화력총괄계약팀,2838451500,총액제,계약,최미영
2023-12-29,PGMB3903001,MAAG기어부속,한도액부품,수의계약,기반전력사업국제계약팀,514809665.4,,계약,남도휘
2023-12-29,PCBB3014001,잠수함 레이더 부품정비,장비정비,수의계약,기반전력사업국제계약팀,176160684.3,,계약,이우용
2023-12-29,PCBB3015001,잠수함 전자광학체계 부품 정비,장비정비,수의계약,기반전력사업국제계약팀,388279680,,계약,이우용
2023-12-29,DKAL3008001,AIM-9L/I-1,장비,수의계약,화력총괄계약팀,696286248,총액제,계약,최미영
2023-12-29,PKAL3006001,기뢰처리용수류탄(퓨즈포함),장비,2단계경쟁(동시),화력총괄계약팀,256348800,총액제,계약,김영선
2023-12-29,PCBB3021001,잠수기세트 부품정비,장비정비,수의계약,기반전력사업국제계약팀,228510600,,계약,이우용
2023-12-29,PAEB3300002,무인항공기 기술용역,기술용역,수의계약,기반전력사업국제계약팀,250039332.6,총액제,계약,이영민
2023-12-29,WEAH3036001,지뢰제거장비,장비,2단계경쟁(동시),미래전력사업국제확정계약팀,1148999130,총액제,계약,박경구
2023-12-29,BDAH3028001,벽투시레이다,장비,2단계경쟁(동시),미래전력사업국제확정계약팀,399993086.4,총액제,계약,박경구
2023-12-29,PCBB3001001,함정 헬기유도등 정비,장비정비,수의계약,기반전력사업국제계약팀,84495258,,계약,이영민
2023-12-29,DKAL3016001,MPR-500 탄체,장비,2단계경쟁(동시),화력총괄계약팀,10991303100,총액제,1차공고중,최미영
2023-12-29,PKAL3005001,기뢰처리폭약용 뇌관,장비,2단계경쟁(동시),화력총괄계약팀,833234220,총액제,계약,김영선
2023-12-29,PKAL3013001,수중음파신호탄,장비,2단계경쟁(동시),화력총괄계약팀,1512509520,총액제,계약,김영선
2023-12-29,DLAH3033001,"화물트럭, 항공용",장비,2단계경쟁(동시),미래전력사업국제확정계약팀,1857989244.6,총액제,계약,신승환
2023-12-30,BBBB3200001,관성 항법장치 정비,장비정비,수의계약,기반전력사업국제계약팀,639078900,,계약,이정수
2023-12-30,WBEB3100001,스파이크 기술용역,기술용역,수의계약,기반전력사업국제계약팀,606657639.6,총액제,계약,이정수
2023-12-30,BABB3200001,UAV 부품정비,장비정비,수의계약,기반전력사업국제계약팀,406105803,,계약,이정수
2023-12-30,BABB3100001,UH-60 연료공급기 부품정비,장비정비,수의계약,기반전력사업국제계약팀,581520712.5,,계약,이정수
2023-12-30,9DEB3100001,향백사업 기술지원,기술용역,수의계약,기반전력사업국제계약팀,10865441670,총액제,계약,이정수
2023-12-30,PCBB3498001,잠수함 기관장비 부품정비,장비정비,수의계약,기반전력사업국제계약팀,5358116910,,계약,남도휘
2023-12-30,WBEB3900001,대포병탐지레이더 기술용역,기술용역,수의계약,기반전력사업국제계약팀,1586955471.6,총액제,계약,이정수
2023-12-30,BBMB3100001,K-9 자주포 엔진 부품구매 한도액계약,한도액부품,수의계약,기반전력사업국제계약팀,2864788243.2,,판단완료,이정수
2023-12-30,9DBB3100001,향백사업 부품정비,장비정비,수의계약,기반전력사업국제계약팀,861886410,,계약,이정수
2023-12-30,BBBB3100001,EOD 로보트,장비정비,수의계약,기반전력사업국제계약팀,261133268.1,,계약,이정수
2023-12-31,WBMB3910001,스파이크 부품구매 BOA,한도액부품,수의계약,기반전력사업국제계약팀,332079230.4,,계약,정수진
2023-12-31,BABB3907001,UH-60 부품정비,장비정비,수의계약,기반전력사업국제계약팀,5033747958,,계약,정수진
2023-12-31,BBMB3998001,K-9 자주포 엔진 및 미션 베어링류(FAG),한도액부품,수의계약,기반전력사업국제계약팀,99137532,,계약,이정수
2023-12-31,BDBB3905001,소형무인기 탐지레이더,장비정비,수의계약,기반전력사업국제계약팀,657175342.5,,계약,정수진
2023-12-31,PCAW3011002,장보고-Ⅲ BATCH-ⅠS/E(육상 및 충전전원 연결장치용),장비,2단계경쟁(동시),한국형잠수함총괄계약팀,44154120,총액제,3차공고중,박찬미
2023-12-31,PCAW3008002,장보고-Ⅲ BATCH-ⅠS/E(항해레이더용),장비,2단계경쟁(동시),한국형잠수함총괄계약팀,4260112770,총액제,계약,박찬미
2023-12-31,PABB3013001,LYNX-SONAR 정비,장비정비,수의계약,기반전력사업국제계약팀,2004623931.6,,계약,이영림
2023-12-31,PABB3016001,P-3 RADAR 부품정비,장비정비,수의계약,기반전력사업국제계약팀,1488484560,,계약,이영림
2023-12-31,PABB3001001,P-3 탑재장비 부품정비,장비정비,수의계약,기반전력사업국제계약팀,6558604004.8,,계약,이영림
2023-12-31,PDEB3501001,음향분석장비 기술용역,기술용역,수의계약,기반전력사업국제계약팀,96631320,총액제,계약,남도휘
2023-12-31,BGMB3967001,K2 전차 엔진 부품구매 한도액계약,한도액부품,수의계약,기반전력사업국제계약팀,3213300977.1,,계약,정수진
2023-12-31,BDAH3026001,청력보호 헤드세트,장비,2단계경쟁(동시),미래전력사업국제확정계약팀,4190267990.4,총액제,계약,김태연
2023-12-31,PCBB3956001,잠수함 군위성통신체계 부품정비,장비정비,수의계약,기반전력사업국제계약팀,1935000000,,계약,이영림
2023-12-31,PABB3960001,AW-159 소나정비,장비정비,수의계약,기반전력사업국제계약팀,1352933643.3,,계약,이우용
2023-12-31,WDAH3026001,청력보호 헤드세트,장비,2단계경쟁(동시),미래전력사업국제확정계약팀,2359219492.8,총액제,계약,김태연
2023-12-31,BGMB3912001,K1전차 변속기 부품구매,한도액부품,수의계약,기반전력사업국제계약팀,1357273177.5,,계약,정수진
2023-12-31,BGMB3913001,"다목적전술차량(K-532,K-533,K-534) 부품구매",한도액부품,수의계약,기반전력사업국제계약팀,312191984.1,,계약,정수진
2023-12-31,BABB3906001,UH-60 인양기 정비,장비정비,수의계약,기반전력사업국제계약팀,401195160,,계약,정수진
2023-12-31,BFBB3964001,비호 전자광학추적장비 부품정비,장비정비,수의계약,기반전력사업국제계약팀,4979066857.5,,계약,김동환
2023-12-31,PAMB3901001,CARAVAN II 부품,한도액부품,수의계약,기반전력사업국제계약팀,877189705.8,,계약,이영림
2023-12-31,PABB3019001,항공기 통신장비 부품정비,장비정비,수의계약,기반전력사업국제계약팀,651594480,,계약,이영림
2023-12-31,PBAH3026002,고속대공무인표적기,장비,2단계경쟁(동시),미래전력사업국제확정계약팀,5743863030,총액제,계약,최한울
2023-12-31,PCBB3017001,잠수함 전자전장비 부품정비,장비정비,수의계약,기반전력사업국제계약팀,876385416.6,,계약,이영림
2023-12-31,BABB3908001,통신장비정비,장비정비,수의계약,기반전력사업국제계약팀,179310000,,계약,정수진
2023-12-31,BAMB3909001,BO-105 기체 부품구매 한도액계약,한도액부품,수의계약,기반전력사업국제계약팀,647014360.8,,계약,정수진
2023-12-31,BDAH3027001,청력보호 헤드세트,장비,2단계경쟁(동시),미래전력사업국제확정계약팀,15042844.8,총액제,계약,김태연
2023-12-31,PCAW3010002,장보고-Ⅲ BATCH-ⅠS/E(테스트스테이션),장비,2단계경쟁(동시),한국형잠수함총괄계약팀,9094448400,총액제,2차공고중,박찬미
2023-12-31,PCAW3005002,장보고-Ⅲ BATCH-ⅠS/E(함수부무장체계용),장비,2단계경쟁(동시),한국형잠수함총괄계약팀,54684390,총액제,2차공고중,한재경
2023-12-31,BFBB3965001,천마 부품정비,장비정비,수의계약,기반전력사업국제계약팀,319198257.9,,계약,김동환
2023-12-31,BAMB3961001,무장무전기 부품구매 한도액계약,한도액부품,수의계약,기반전력사업국제계약팀,2674099424.1,,계약,정수진
2023-12-31,0DBB3952001,소형무인기 탐지레이더,장비정비,수의계약,기반전력사업국제계약팀,100002090,,계약,정수진
2023-12-31,PCAW3002002,장보고-III BATCH-I 정비대체장비(안테나 등 3종),장비,수의계약,한국형잠수함총괄계약팀,542135400,총액제,판단완료,김미선
2023-12-31,BAMB3962001,500MD 부품정비,한도액부품,수의계약,기반전력사업국제계약팀,3302507921.4,,계약,김동환
2023-12-31,BBMB3999001,K-1 트랜스밋션 및 교량전차 수리부속(베어링),한도액부품,수의계약,기반전력사업국제계약팀,98394259.8,,계약,정수진
2024-03-29,PDBB4226001,통신정보 수집장비 정비,장비정비,수의계약,기반전력사업국제계약팀,206670100,,판단완료,남도휘
2024-03-29,PCBB4175001,잠수함 기관장비 부품정비,장비정비,수의계약,기반전력사업국제계약팀,10464947376,,판단완료,남도휘
2024-03-29,PCBB4227001,도산안창호급 잠수함 전자전장비 부품정비,장비정비,수의계약,기반전력사업국제계약팀,196471808,,판단완료,남도휘
2024-03-29,PCMB4174001,MAAG기어부속,한도액부품,수의계약,기반전력사업국제계약팀,277472351,,계약,남도휘
2024-04-30,PLAK4001002,25톤 유압기중기(험지형),장비,2단계경쟁(동시),기동총괄계약팀,1895400000,총액제,계약,김슬기
2024-04-30,PLAK3003002,100톤 유압기중기,장비,2단계경쟁(동시),기동총괄계약팀,1625000000,총액제,4차공고중,김슬기
2024-05-13,DFAP4003001,패트리어트 사격통제훈련장비(RT-3),장비,수의계약,항공기총괄계약팀,6441500000,총액제,계약,김현승
2024-05-31,DAMB4188001,014체계 부품구매,한도액부품,수의계약,기반전력사업국제계약팀,1132463800,,판단완료,정하윤
2024-05-31,DAMB4181001,탄도탄 조기경보레이다 부품구매,한도액부품,수의계약,기반전력사업국제계약팀,2614087125,,계약,정하윤
2024-05-31,DABB4219001,(K)F-16 기관부품 정비(HAMILTON),장비정비,수의계약,기반전력사업국제계약팀,3482132420,,판단완료,정하윤
2024-05-31,DABB4193001,F-5E/F RWR 부품정비,장비정비,수의계약,기반전력사업국제계약팀,329338971,,계약,정하윤
2024-05-31,DABB4189001,HH-60 부품정비,장비정비,수의계약,기반전력사업국제계약팀,1130024493,,계약,정하윤
2024-05-31,DDEB0159001,정밀접근레이더(RP-5GI/M) 기술지원,기술용역,수의계약,기반전력사업국제계약팀,372412880,총액제,계약,최용규
2024-05-31,DABB4192001,탄도탄 조기경보레이다 부품정비,장비정비,수의계약,기반전력사업국제계약팀,632326240,,계약,정하윤
2024-06-06,DAAP4006001,TA-50 지상지원장비,장비,2단계경쟁(동시),항공기총괄계약팀,104000000,총액제,3차공고중,김현승
2024-06-14,DAEB4177001,F-15K기관 기술용역,기술용역,수의계약,기반전력사업국제계약팀,1820330200,단가제,계약,변성훈
2024-06-20,DAAP4004001,TA-50 지상지원장비,장비,2단계경쟁(동시),항공기총괄계약팀,2080000000,총액제,3차공고중,김현승
2024-06-20,DAAP4005001,TA-50 지상지원장비,장비,2단계경쟁(동시),항공기총괄계약팀,380000400,총액제,3차공고중,김현승
2024-06-28,PCMB4002001,구축함 사격통제장비 부품,한도액부품,수의계약,기반전력사업국제계약팀,4327591658,,계약,이영민
2024-06-28,DAMB4169001,(K)F-16 기체부품,한도액부품,수의계약,기반전력사업국제계약팀,3611386441,,판단완료,최용규
2024-06-28,PABB4003001,AW-159 소나정비,장비정비,수의계약,기반전력사업국제계약팀,2137365100,,계약,이우용
2024-06-28,PCBB4002001,잠수기세트 부품정비,장비정비,수의계약,기반전력사업국제계약팀,662500800,,계약,이우용
